category,measurement,segment,min_interval,min_value,max_value,max_interval,token,exact_dose_token,make_extreme_value_quintile,manual_correction_range,added,observation_count,num_quantiles,original_token
labs,procalcitonin,normal,(,0.02,0.03,],"labs_procalcitonin_(0.02,0.03]",0,,,,,,
labs,procalcitonin,normal,(,0.03,0.04,],"labs_procalcitonin_(0.03,0.04]",0,,,,,,
labs,procalcitonin,normal,(,0.04,0.05,],"labs_procalcitonin_(0.04,0.05]",0,,,,,,
labs,procalcitonin,above,(,0.05,0.14,],"labs_procalcitonin_(0.05,0.14]",0,,,,,,
labs,procalcitonin,above,(,0.14,0.32,],"labs_procalcitonin_(0.14,0.32]",0,,,,,,
labs,procalcitonin,above,(,0.32,0.87,],"labs_procalcitonin_(0.32,0.87]",0,,,,,,
labs,procalcitonin,above,(,0.87,2.87,],"labs_procalcitonin_(0.87,2.87]",0,,,,,,
labs,procalcitonin,above,(,2.87,955.73,],"labs_procalcitonin_(2.87,955.73]",0,1.0,1.0,added,378.0,1.0,lab_procalcitonin_above_3_to_956
labs,ptt,below,[,1.9,22.3,],"labs_ptt_[1.9,22.3]",0,,,,,,
labs,ptt,below,(,22.3,23.4,],"labs_ptt_(22.3,23.4]",0,,,,,,
labs,ptt,below,(,23.4,24.0,],"labs_ptt_(23.4,24.0]",0,,,,,,
labs,ptt,below,(,24.0,24.6,],"labs_ptt_(24.0,24.6]",0,,,,,,
labs,ptt,below,(,24.6,25.0,],"labs_ptt_(24.6,25.0]",0,,,,,,
labs,ptt,normal,(,25.0,27.0,],"labs_ptt_(25.0,27.0]",0,,,,,,
labs,ptt,normal,(,27.0,28.7,],"labs_ptt_(27.0,28.7]",0,,,,,,
labs,ptt,normal,(,28.7,30.8,],"labs_ptt_(28.7,30.8]",0,,,,,,
labs,ptt,normal,(,30.8,33.9,],"labs_ptt_(30.8,33.9]",0,,,,,,
labs,ptt,normal,(,33.9,40.0,],"labs_ptt_(33.9,40.0]",0,,,,,,
labs,ptt,above,(,40.0,45.8,],"labs_ptt_(40.0,45.8]",0,,,,,,
labs,ptt,above,(,45.8,52.2,],"labs_ptt_(45.8,52.2]",0,,,,,,
labs,ptt,above,(,52.2,59.2,],"labs_ptt_(52.2,59.2]",0,,,,,,
labs,ptt,above,(,59.2,70.5,],"labs_ptt_(59.2,70.5]",0,,,,,,
labs,ptt,above,(,70.5,74.0,],"labs_ptt_(70.5,74.0]",0,1.0,,added,3646.0,5.0,lab_ptt_above_70_to_186
labs,ptt,above,(,74.0,78.7,],"labs_ptt_(74.0,78.7]",0,1.0,,added,3620.0,5.0,lab_ptt_above_70_to_186
labs,ptt,above,(,78.7,86.0,],"labs_ptt_(78.7,86.0]",0,1.0,,added,3598.0,5.0,lab_ptt_above_70_to_186
labs,ptt,above,(,86.0,100.8,],"labs_ptt_(86.0,100.8]",0,1.0,,added,3598.0,5.0,lab_ptt_above_70_to_186
labs,ptt,above,(,100.8,186.0,],"labs_ptt_(100.8,186.0]",0,1.0,,added,3557.0,5.0,lab_ptt_above_70_to_186
labs,so2_arterial,below,[,3.2,76.6,],"labs_so2_arterial_[3.2,76.6]",0,,,,,,
labs,so2_arterial,below,(,76.6,83.9,],"labs_so2_arterial_(76.6,83.9]",0,,,,,,
labs,so2_arterial,below,(,83.9,87.1,],"labs_so2_arterial_(83.9,87.1]",0,,,,,,
labs,so2_arterial,below,(,87.1,88.9,],"labs_so2_arterial_(87.1,88.9]",0,,,,,,
labs,so2_arterial,below,(,88.9,90.0,],"labs_so2_arterial_(88.9,90.0]",0,,,,,,
labs,so2_arterial,normal,(,90.0,95.6,],"labs_so2_arterial_(90.0,95.6]",0,,,,,,
labs,so2_arterial,normal,(,95.6,97.7,],"labs_so2_arterial_(95.6,97.7]",0,,,,,,
labs,so2_arterial,normal,(,97.7,98.8,],"labs_so2_arterial_(97.7,98.8]",0,,,,,,
labs,so2_arterial,normal,(,98.8,99.3,],"labs_so2_arterial_(98.8,99.3]",0,,,,,,
labs,so2_arterial,normal,(,99.3,100.0,],"labs_so2_arterial_(99.3,100.0]",0,,,,,,
labs,so2_central_venous,below,[,2.9,37.6,],"labs_so2_central_venous_[2.9,37.6]",0,,,,,,
labs,so2_central_venous,below,(,37.6,47.5,],"labs_so2_central_venous_(37.6,47.5]",0,,,,,,
labs,so2_central_venous,below,(,47.5,53.0,],"labs_so2_central_venous_(47.5,53.0]",0,,,,,,
labs,so2_central_venous,below,(,53.0,57.0,],"labs_so2_central_venous_(53.0,57.0]",0,,,,,,
labs,so2_central_venous,below,(,57.0,60.0,],"labs_so2_central_venous_(57.0,60.0]",0,,,,,,
labs,so2_central_venous,normal,(,60.0,62.8,],"labs_so2_central_venous_(60.0,62.8]",0,,,,,,
labs,so2_central_venous,normal,(,62.8,65.5,],"labs_so2_central_venous_(62.8,65.5]",0,,,,,,
labs,so2_central_venous,normal,(,65.5,68.3,],"labs_so2_central_venous_(65.5,68.3]",0,,,,,,
labs,so2_central_venous,normal,(,68.3,71.4,],"labs_so2_central_venous_(68.3,71.4]",0,,,,,,
labs,so2_central_venous,normal,(,71.4,75.0,],"labs_so2_central_venous_(71.4,75.0]",0,,,,,,
labs,so2_central_venous,above,(,75.0,78.1,],"labs_so2_central_venous_(75.0,78.1]",0,,,,,,
labs,so2_central_venous,above,(,78.1,82.3,],"labs_so2_central_venous_(78.1,82.3]",0,,,,,,
labs,so2_central_venous,above,(,82.3,87.0,],"labs_so2_central_venous_(82.3,87.0]",0,,,,,,
labs,so2_central_venous,above,(,87.0,93.0,],"labs_so2_central_venous_(87.0,93.0]",0,,,,,,
labs,so2_central_venous,above,(,93.0,100.0,],"labs_so2_central_venous_(93.0,100.0]",0,,,,,,
labs,sodium,below,[,97.9,124.0,],"labs_sodium_[97.9,124.0]",0,1.0,,added,7666.0,5.0,lab_sodium_below_98_to_130
labs,sodium,below,(,124.0,127.0,],"labs_sodium_(124.0,127.0]",0,1.0,,added,10028.0,5.0,lab_sodium_below_98_to_130
labs,sodium,below,(,127.0,129.0,],"labs_sodium_(127.0,129.0]",0,1.0,,added,14021.0,5.0,lab_sodium_below_98_to_130
labs,sodium,below,(,130.0,133.0,],"labs_sodium_(130.0,133.0]",0,,,,,,
labs,sodium,below,[,130.0,130.0,],"labs_sodium_[130.0,130.0]",1,1.0,,added,8390.0,5.0,lab_sodium_below_98_to_130
labs,sodium,below,(,133.0,134.0,],"labs_sodium_(133.0,134.0]",0,,,,,,
labs,sodium,below,(,134.0,135.0,],"labs_sodium_(134.0,135.0]",0,,,,,,
labs,sodium,normal,(,135.0,137.0,],"labs_sodium_(135.0,137.0]",0,,,,,,
labs,sodium,normal,(,137.0,138.0,],"labs_sodium_(137.0,138.0]",0,,,,,,
labs,sodium,normal,(,138.0,139.0,],"labs_sodium_(138.0,139.0]",0,,,,,,
labs,sodium,normal,(,139.0,141.0,],"labs_sodium_(139.0,141.0]",0,,,,,,
labs,sodium,normal,(,141.0,145.0,],"labs_sodium_(141.0,145.0]",0,,,,,,
labs,sodium,above,(,145.0,146.0,],"labs_sodium_(145.0,146.0]",0,,,,,,
labs,sodium,above,(,146.0,148.0,],"labs_sodium_(146.0,148.0]",0,,,,,,
labs,sodium,above,(,148.0,150.0,),"labs_sodium_(148.0,150.0)",0,,,,,,
labs,sodium,above,[,150.0,150.0,],"labs_sodium_[150.0,150.0]",1,1.0,,added,3628.0,5.0,lab_sodium_above_150_to_191
labs,sodium,above,(,150.0,151.0,],"labs_sodium_(150.0,151.0]",0,1.0,,added,6295.0,5.0,lab_sodium_above_150_to_191
labs,sodium,above,(,151.0,153.0,],"labs_sodium_(151.0,153.0]",0,1.0,,added,6135.0,5.0,lab_sodium_above_150_to_191
labs,sodium,above,(,153.0,156.0,],"labs_sodium_(153.0,156.0]",0,1.0,,added,4037.0,5.0,lab_sodium_above_150_to_191
labs,sodium,above,(,156.0,191.0,],"labs_sodium_(156.0,191.0]",0,1.0,,added,3176.0,5.0,lab_sodium_above_150_to_191
labs,total_protein,below,[,0.8,4.8,],"labs_total_protein_[0.8,4.8]",0,,,,,,
labs,total_protein,below,(,4.8,5.2,],"labs_total_protein_(4.8,5.2]",0,,,,,,
labs,total_protein,below,(,5.2,5.5,],"labs_total_protein_(5.2,5.5]",0,,,,,,
labs,total_protein,below,(,5.5,5.8,],"labs_total_protein_(5.5,5.8]",0,,,,,,
labs,total_protein,below,(,5.8,6.0,],"labs_total_protein_(5.8,6.0]",0,,,,,,
labs,total_protein,normal,(,6.0,6.3,],"labs_total_protein_(6.0,6.3]",0,,,,,,
labs,total_protein,normal,(,6.3,6.6,],"labs_total_protein_(6.3,6.6]",0,,,,,,
labs,total_protein,normal,(,6.6,7.0,],"labs_total_protein_(6.6,7.0]",0,,,,,,
labs,total_protein,normal,(,7.0,7.4,],"labs_total_protein_(7.0,7.4]",0,,,,,,
labs,total_protein,normal,(,7.4,8.3,],"labs_total_protein_(7.4,8.3]",0,,,,,,
labs,total_protein,above,(,8.3,8.4,],"labs_total_protein_(8.3,8.4]",0,,,,,,
labs,total_protein,above,(,8.4,8.5,],"labs_total_protein_(8.4,8.5]",0,,,,,,
labs,total_protein,above,(,8.5,8.7,],"labs_total_protein_(8.5,8.7]",0,,,,,,
labs,total_protein,above,(,8.7,9.1,],"labs_total_protein_(8.7,9.1]",0,,,,,,
labs,total_protein,above,(,9.1,18.1,],"labs_total_protein_(9.1,18.1]",0,,,,,,
labs,troponin_i,normal,[,0.01,2.0,],"labs_troponin_i_[0.01,2.0]",0,,,,,,
labs,troponin_i,normal,(,2.0,3.0,],"labs_troponin_i_(2.0,3.0]",0,,,,,,
labs,troponin_i,normal,(,3.0,4.5,],"labs_troponin_i_(3.0,4.5]",0,,,,,,
labs,troponin_i,normal,(,4.5,13.4,],"labs_troponin_i_(4.5,13.4]",0,,,,,,
labs,troponin_i,normal,(,13.4,40.0,],"labs_troponin_i_(13.4,40.0]",0,,,,,,
labs,troponin_i,above,(,40.0,59.8,],"labs_troponin_i_(40.0,59.8]",0,,,,,,
labs,troponin_i,above,(,59.8,97.6,],"labs_troponin_i_(59.8,97.6]",0,,,,,,
labs,troponin_i,above,(,97.6,194.3,],"labs_troponin_i_(97.6,194.3]",0,,,,,,
labs,troponin_i,above,(,194.3,597.4,],"labs_troponin_i_(194.3,597.4]",0,,,,,,
labs,troponin_i,above,(,597.4,860.0,],"labs_troponin_i_(597.4,860.0]",0,1.0,,added,1792.0,5.0,lab_troponin_i_above_597_to_9990
labs,troponin_i,above,(,860.0,1310.0,],"labs_troponin_i_(860.0,1310.0]",0,1.0,,added,1819.0,5.0,lab_troponin_i_above_597_to_9990
labs,troponin_i,above,(,1310.0,2113.3,],"labs_troponin_i_(1310.0,2113.3]",0,1.0,,added,1798.0,5.0,lab_troponin_i_above_597_to_9990
labs,troponin_i,above,(,2113.3,3919.6,],"labs_troponin_i_(2113.3,3919.6]",0,1.0,,added,1788.0,5.0,lab_troponin_i_above_597_to_9990
labs,troponin_i,above,(,3919.6,9990.2,],"labs_troponin_i_(3919.6,9990.2]",0,1.0,,added,1789.0,5.0,lab_troponin_i_above_597_to_9990
labs,wbc,below,[,0.0,0.07,],"labs_wbc_[0.0,0.07]",0,1.0,1.0,added,3734.0,5.0,lab_wbc_below_0_to_1
labs,wbc,below,(,0.07,0.3,],"labs_wbc_(0.07,0.3]",0,1.0,,added,3789.0,5.0,lab_wbc_below_0_to_1
labs,wbc,below,(,0.3,0.83,],"labs_wbc_(0.3,0.83]",0,1.0,,added,3721.0,5.0,lab_wbc_below_0_to_1
labs,wbc,below,(,0.83,1.0,),"labs_wbc_(0.83,1.0)",0,1.0,,added,7236.0,5.0,lab_wbc_below_0_to_1
labs,wbc,below,(,1.0,2.47,],"labs_wbc_(1.0,2.47]",0,,,,,,
labs,wbc,below,[,1.0,1.0,],"labs_wbc_[1.0,1.0]",1,1.0,,added,6296.0,5.0,lab_wbc_below_0_to_1
labs,wbc,below,(,2.47,3.42,],"labs_wbc_(2.47,3.42]",0,,,,,,
labs,wbc,below,(,3.42,4.01,],"labs_wbc_(3.42,4.01]",0,,,,,,
labs,wbc,below,(,4.01,4.5,],"labs_wbc_(4.01,4.5]",0,,,,,,
labs,wbc,normal,(,4.5,5.82,],"labs_wbc_(4.5,5.82]",0,,,,,,
labs,wbc,normal,(,5.82,6.93,],"labs_wbc_(5.82,6.93]",0,,,,,,
labs,wbc,normal,(,6.93,8.06,],"labs_wbc_(6.93,8.06]",0,,,,,,
labs,wbc,normal,(,8.06,9.35,],"labs_wbc_(8.06,9.35]",0,,,,,,
labs,wbc,normal,(,9.35,11.0,],"labs_wbc_(9.35,11.0]",0,,,,,,
labs,wbc,above,(,11.0,12.07,],"labs_wbc_(11.0,12.07]",0,,,,,,
labs,wbc,above,(,12.07,13.49,],"labs_wbc_(12.07,13.49]",0,,,,,,
labs,wbc,above,(,13.49,15.57,],"labs_wbc_(13.49,15.57]",0,,,,,,
labs,wbc,above,(,15.57,19.77,],"labs_wbc_(15.57,19.77]",0,,,,,,
labs,wbc,above,(,19.77,21.35,],"labs_wbc_(19.77,21.35]",0,1.0,,added,9572.0,5.0,lab_wbc_above_20_to_499
labs,wbc,above,(,21.35,23.61,],"labs_wbc_(21.35,23.61]",0,1.0,,added,9599.0,5.0,lab_wbc_above_20_to_499
labs,wbc,above,(,23.61,27.5,],"labs_wbc_(23.61,27.5]",0,1.0,,added,9569.0,5.0,lab_wbc_above_20_to_499
labs,wbc,above,(,27.5,37.38,],"labs_wbc_(27.5,37.38]",0,1.0,,added,9554.0,5.0,lab_wbc_above_20_to_499
labs,wbc,above,(,37.38,498.57,],"labs_wbc_(37.38,498.57]",0,1.0,,added,9549.0,5.0,lab_wbc_above_20_to_499
medications,amiodarone_mg_min,q1,(,0.0,0.5,),"medications_amiodarone_mg_min_(0.0,0.5)",0,,1.0,,,,
medications,amiodarone_mg_min,zero,[,0.0,0.0,],"medications_amiodarone_mg_min_[0.0,0.0]",1,,1.0,zero_token,,,
medications,amiodarone_mg_min,q2,[,0.5,0.5,],"medications_amiodarone_mg_min_[0.5,0.5]",1,,1.0,,,,
medications,amiodarone_mg_min,q6,(,0.5,1.0,],"medications_amiodarone_mg_min_(0.5,1.0]",0,,1.0,,,,
medications,amiodarone_mg_min,q7,(,1.0,99999.0,],"medications_amiodarone_mg_min_(1.0,99999.0]",0,,1.0,,,,
medications,angiotension_ng_kg_min,q0,(,0.0,20.0,],"medications_angiotension_ng_kg_min_(0.0,20.0]",0,,1.0,,,,
medications,angiotension_ng_kg_min,zero,[,0.0,0.0,],"medications_angiotension_ng_kg_min_[0.0,0.0]",1,,1.0,zero_token,,,
medications,angiotension_ng_kg_min,q1,(,20.0,27.5,],"medications_angiotension_ng_kg_min_(20.0,27.5]",0,,1.0,,,,
medications,angiotension_ng_kg_min,q2,(,27.5,35.0,],"medications_angiotension_ng_kg_min_(27.5,35.0]",0,,1.0,,,,
medications,angiotension_ng_kg_min,q3,(,35.0,42.5,],"medications_angiotension_ng_kg_min_(35.0,42.5]",0,,1.0,,,,
medications,angiotension_ng_kg_min,q4,(,42.5,50.0,],"medications_angiotension_ng_kg_min_(42.5,50.0]",0,,1.0,,,,
medications,angiotension_ng_kg_min,q5,(,50.0,57.5,],"medications_angiotension_ng_kg_min_(50.0,57.5]",0,,1.0,,,,
medications,angiotension_ng_kg_min,q6,(,57.5,65.0,],"medications_angiotension_ng_kg_min_(57.5,65.0]",0,,1.0,,,,
medications,angiotension_ng_kg_min,q7,(,65.0,72.5,],"medications_angiotension_ng_kg_min_(65.0,72.5]",0,,1.0,,,,
medications,angiotension_ng_kg_min,q8,(,72.5,80.0,],"medications_angiotension_ng_kg_min_(72.5,80.0]",0,,1.0,,,,
medications,angiotension_ng_kg_min,q9,(,80.0,99999.0,],"medications_angiotension_ng_kg_min_(80.0,99999.0]",0,,1.0,,,,
medications,cisatracurium_mcg_kg_min,q1,(,0.0,2.4,],"medications_cisatracurium_mcg_kg_min_(0.0,2.4]",0,,,,,,
medications,cisatracurium_mcg_kg_min,zero,[,0.0,0.0,],"medications_cisatracurium_mcg_kg_min_[0.0,0.0]",1,,,zero_token,,,
medications,cisatracurium_mcg_kg_min,q2,(,2.4,3.0,),"medications_cisatracurium_mcg_kg_min_(2.4,3.0)",0,,,,,,
medications,cisatracurium_mcg_kg_min,q3,[,3.0,3.0,],"medications_cisatracurium_mcg_kg_min_[3.0,3.0]",1,,,,,,
medications,cisatracurium_mcg_kg_min,q6,(,3.0,3.7,],"medications_cisatracurium_mcg_kg_min_(3.0,3.7]",0,,,,,,
medications,cisatracurium_mcg_kg_min,q7,(,3.7,5.0,],"medications_cisatracurium_mcg_kg_min_(3.7,5.0]",0,,,,,,
medications,cisatracurium_mcg_kg_min,q8,(,5.0,6.5,],"medications_cisatracurium_mcg_kg_min_(5.0,6.5]",0,,,,,,
medications,cisatracurium_mcg_kg_min,q9,(,6.5,37.5,],"medications_cisatracurium_mcg_kg_min_(6.5,37.5]",0,,,,,,
medications,dexmedetomidine_mcg_kg_hr,q0,(,0.0,0.1,),"medications_dexmedetomidine_mcg_kg_hr_(0.0,0.1)",0,,,,,,
medications,dexmedetomidine_mcg_kg_hr,zero,[,0.0,0.0,],"medications_dexmedetomidine_mcg_kg_hr_[0.0,0.0]",1,,,zero_token,,,
medications,dexmedetomidine_mcg_kg_hr,q1,[,0.1,0.2,],"medications_dexmedetomidine_mcg_kg_hr_[0.1,0.2]",0,,,,,,
medications,dexmedetomidine_mcg_kg_hr,q2,(,0.2,0.4,],"medications_dexmedetomidine_mcg_kg_hr_(0.2,0.4]",0,,,,,,
medications,dexmedetomidine_mcg_kg_hr,q3,(,0.4,0.5,],"medications_dexmedetomidine_mcg_kg_hr_(0.4,0.5]",0,,,,,,
medications,dexmedetomidine_mcg_kg_hr,q4,(,0.5,0.6,],"medications_dexmedetomidine_mcg_kg_hr_(0.5,0.6]",0,,,,,,
medications,dexmedetomidine_mcg_kg_hr,q5,(,0.6,0.8,],"medications_dexmedetomidine_mcg_kg_hr_(0.6,0.8]",0,,,,,,
medications,dexmedetomidine_mcg_kg_hr,q6,(,0.8,1.0,],"medications_dexmedetomidine_mcg_kg_hr_(0.8,1.0]",0,,,,,,
medications,dexmedetomidine_mcg_kg_hr,q7,(,1.0,1.2,],"medications_dexmedetomidine_mcg_kg_hr_(1.0,1.2]",0,,,,,,
medications,dexmedetomidine_mcg_kg_hr,q8,(,1.2,1.5,),"medications_dexmedetomidine_mcg_kg_hr_(1.2,1.5)",0,,,,,,
medications,dexmedetomidine_mcg_kg_hr,q9,[,1.5,1.5,],"medications_dexmedetomidine_mcg_kg_hr_[1.5,1.5]",1,1.0,,added,7753.0,5.0,med_dexmedetomidine_q9
medications,dexmedetomidine_mcg_kg_hr,q9,(,1.5,1335.0,],"medications_dexmedetomidine_mcg_kg_hr_(1.5,1335.0]",0,1.0,,added,6949.0,5.0,med_dexmedetomidine_q9
medications,diltiazem_mg_hr,q1,(,0.0,5.0,),"medications_diltiazem_mg_hr_(0.0,5.0)",0,,,,,,
medications,diltiazem_mg_hr,zero,[,0.0,0.0,],"medications_diltiazem_mg_hr_[0.0,0.0]",1,,,zero_token,,,
medications,diltiazem_mg_hr,q2,[,5.0,5.0,],"medications_diltiazem_mg_hr_[5.0,5.0]",1,,,,,,
medications,diltiazem_mg_hr,q4,(,5.0,7.5,],"medications_diltiazem_mg_hr_(5.0,7.5]",0,,,,,,
medications,diltiazem_mg_hr,q5,(,7.5,10.0,),"medications_diltiazem_mg_hr_(7.5,10.0)",0,,,,,,
medications,diltiazem_mg_hr,q6,[,10.0,10.0,],"medications_diltiazem_mg_hr_[10.0,10.0]",1,,,,,,
medications,diltiazem_mg_hr,q7,(,10.0,12.5,],"medications_diltiazem_mg_hr_(10.0,12.5]",0,,,,,,
medications,diltiazem_mg_hr,q8,(,12.5,15.0,),"medications_diltiazem_mg_hr_(12.5,15.0)",0,,,,,,
medications,diltiazem_mg_hr,q9,[,15.0,15.0,],"medications_diltiazem_mg_hr_[15.0,15.0]",1,1.0,,added,702.0,5.0,med_diltiazem_q9
medications,diltiazem_mg_hr,q9,(,15.0,17.5,],"medications_diltiazem_mg_hr_(15.0,17.5]",0,1.0,,added,790.0,5.0,med_diltiazem_q9
medications,diltiazem_mg_hr,q9,(,17.5,73.0,],"medications_diltiazem_mg_hr_(17.5,73.0]",0,1.0,,added,219.0,5.0,med_diltiazem_q9
medications,dobutamine_mcg_kg_min,q1,(,0.0,2.0,],"medications_dobutamine_mcg_kg_min_(0.0,2.0]",0,,,,,,
medications,dobutamine_mcg_kg_min,zero,[,0.0,0.0,],"medications_dobutamine_mcg_kg_min_[0.0,0.0]",1,,,zero_token,,,
medications,dobutamine_mcg_kg_min,q2,(,2.0,2.5,),"medications_dobutamine_mcg_kg_min_(2.0,2.5)",0,,,,,,
medications,dobutamine_mcg_kg_min,q3,[,2.5,2.5,],"medications_dobutamine_mcg_kg_min_[2.5,2.5]",1,,,,,,
medications,dobutamine_mcg_kg_min,q4,(,2.5,3.0,),"medications_dobutamine_mcg_kg_min_(2.5,3.0)",0,,,,,,
medications,dobutamine_mcg_kg_min,q5,[,3.0,3.0,],"medications_dobutamine_mcg_kg_min_[3.0,3.0]",1,,,,,,
medications,dobutamine_mcg_kg_min,q6,(,3.0,4.0,],"medications_dobutamine_mcg_kg_min_(3.0,4.0]",0,,,,,,
medications,dobutamine_mcg_kg_min,q7,(,4.0,5.0,),"medications_dobutamine_mcg_kg_min_(4.0,5.0)",0,,,,,,
medications,dobutamine_mcg_kg_min,q8,[,5.0,5.0,],"medications_dobutamine_mcg_kg_min_[5.0,5.0]",1,,,,,,
medications,dobutamine_mcg_kg_min,q9,(,5.0,10.0,],"medications_dobutamine_mcg_kg_min_(5.0,10.0]",0,,1.0,,,,
medications,dobutamine_mcg_kg_min,q10,(,10.0,15.0,],"medications_dobutamine_mcg_kg_min_(10.0,15.0]",0,,1.0,,,,
medications,dobutamine_mcg_kg_min,q11,(,15.0,20.0,],"medications_dobutamine_mcg_kg_min_(15.0,20.0]",0,,1.0,,,,
medications,dobutamine_mcg_kg_min,q12,(,20.0,99999.0,],"medications_dobutamine_mcg_kg_min_(20.0,99999.0]",0,,1.0,added,1391.0,5.0,med_dobutamine_q9
medications,dopamine_mcg_kg_min,q1,(,0.0,2.0,],"medications_dopamine_mcg_kg_min_(0.0,2.0]",0,,,,,,
medications,dopamine_mcg_kg_min,zero,[,0.0,0.0,],"medications_dopamine_mcg_kg_min_[0.0,0.0]",1,,,zero_token,,,
medications,dopamine_mcg_kg_min,q2,(,2.0,3.0,],"medications_dopamine_mcg_kg_min_(2.0,3.0]",0,,,,,,
medications,dopamine_mcg_kg_min,q3,(,3.0,5.0,),"medications_dopamine_mcg_kg_min_(3.0,5.0)",0,,,,,,
medications,dopamine_mcg_kg_min,q5,[,5.0,5.0,],"medications_dopamine_mcg_kg_min_[5.0,5.0]",1,,,,,,
medications,dopamine_mcg_kg_min,q6,(,5.0,7.5,],"medications_dopamine_mcg_kg_min_(5.0,7.5]",0,,,,,,
medications,dopamine_mcg_kg_min,q7,(,7.5,10.0,],"medications_dopamine_mcg_kg_min_(7.5,10.0]",0,,,,,,
medications,dopamine_mcg_kg_min,q8,(,10.0,15.0,],"medications_dopamine_mcg_kg_min_(10.0,15.0]",0,,,,,,
medications,dopamine_mcg_kg_min,q9,(,15.0,20.0,],"medications_dopamine_mcg_kg_min_(15.0,20.0]",0,,1.0,,,,
medications,dopamine_mcg_kg_min,q10,(,20.0,99999.0,],"medications_dopamine_mcg_kg_min_(20.0,99999.0]",0,1.0,1.0,added,231.0,1.0,med_dopamine_q9
medications,epinephrine_mcg_kg_min,q0,(,0.0,0.011,],"medications_epinephrine_mcg_kg_min_(0.0,0.011]",0,,,,,,
medications,epinephrine_mcg_kg_min,zero,[,0.0,0.0,],"medications_epinephrine_mcg_kg_min_[0.0,0.0]",1,,,zero_token,,,
medications,epinephrine_mcg_kg_min,q1,(,0.011,0.027,],"medications_epinephrine_mcg_kg_min_(0.011,0.027]",0,,,,,,
medications,epinephrine_mcg_kg_min,q2,(,0.027,0.05,],"medications_epinephrine_mcg_kg_min_(0.027,0.05]",0,,,,,,
medications,epinephrine_mcg_kg_min,q3,(,0.05,0.081,],"medications_epinephrine_mcg_kg_min_(0.05,0.081]",0,,,,,,
medications,epinephrine_mcg_kg_min,q4,(,0.081,0.12,],"medications_epinephrine_mcg_kg_min_(0.081,0.12]",0,,,,,,
medications,epinephrine_mcg_kg_min,q5,(,0.12,0.168,],"medications_epinephrine_mcg_kg_min_(0.12,0.168]",0,,,,,,
medications,epinephrine_mcg_kg_min,q6,(,0.168,0.23,],"medications_epinephrine_mcg_kg_min_(0.168,0.23]",0,,,,,,
medications,epinephrine_mcg_kg_min,q7,(,0.23,0.314,],"medications_epinephrine_mcg_kg_min_(0.23,0.314]",0,,,,,,
medications,epinephrine_mcg_kg_min,q8,(,0.314,0.455,],"medications_epinephrine_mcg_kg_min_(0.314,0.455]",0,,,,,,
medications,epinephrine_mcg_kg_min,q9,(,0.455,5.0,],"medications_epinephrine_mcg_kg_min_(0.455,5.0]",0,,,,,,
medications,esmolol_mcg_kg_min,q0,(,0.0,25.0,],"medications_esmolol_mcg_kg_min_(0.0,25.0]",0,,,,,,
medications,esmolol_mcg_kg_min,zero,[,0.0,0.0,],"medications_esmolol_mcg_kg_min_[0.0,0.0]",1,,,zero_token,,,
medications,esmolol_mcg_kg_min,q1,(,25.0,50.0,],"medications_esmolol_mcg_kg_min_(25.0,50.0]",0,,,,,,
medications,esmolol_mcg_kg_min,q2,(,50.0,60.0,],"medications_esmolol_mcg_kg_min_(50.0,60.0]",0,,,,,,
medications,esmolol_mcg_kg_min,q3,(,60.0,100.0,],"medications_esmolol_mcg_kg_min_(60.0,100.0]",0,,,,,,
medications,esmolol_mcg_kg_min,q4,(,100.0,125.0,],"medications_esmolol_mcg_kg_min_(100.0,125.0]",0,,,,,,
medications,esmolol_mcg_kg_min,q5,(,125.0,150.0,],"medications_esmolol_mcg_kg_min_(125.0,150.0]",0,,,,,,
medications,esmolol_mcg_kg_min,q6,(,150.0,200.0,],"medications_esmolol_mcg_kg_min_(150.0,200.0]",0,,,,,,
medications,esmolol_mcg_kg_min,q7,(,200.0,250.0,],"medications_esmolol_mcg_kg_min_(200.0,250.0]",0,,,,,,
medications,esmolol_mcg_kg_min,q8,(,250.0,300.0,],"medications_esmolol_mcg_kg_min_(250.0,300.0]",0,,,,,,
medications,esmolol_mcg_kg_min,q9,(,300.0,500.0,],"medications_esmolol_mcg_kg_min_(300.0,500.0]",0,,,,,,
medications,fentanyl_mcg_kg_hr,q0,(,0.0,0.147,],"medications_fentanyl_mcg_kg_hr_(0.0,0.147]",0,,,,,,
medications,fentanyl_mcg_kg_hr,zero,[,0.0,0.0,],"medications_fentanyl_mcg_kg_hr_[0.0,0.0]",1,,,zero_token,,,
medications,fentanyl_mcg_kg_hr,q1,(,0.147,0.378,],"medications_fentanyl_mcg_kg_hr_(0.147,0.378]",0,,,,,,
medications,fentanyl_mcg_kg_hr,q2,(,0.378,0.63,],"medications_fentanyl_mcg_kg_hr_(0.378,0.63]",0,,,,,,
medications,fentanyl_mcg_kg_hr,q3,(,0.63,0.897,],"medications_fentanyl_mcg_kg_hr_(0.63,0.897]",0,,,,,,
medications,fentanyl_mcg_kg_hr,q4,(,0.897,1.185,],"medications_fentanyl_mcg_kg_hr_(0.897,1.185]",0,,,,,,
medications,fentanyl_mcg_kg_hr,q5,(,1.185,1.522,],"medications_fentanyl_mcg_kg_hr_(1.185,1.522]",0,,,,,,
